28509|238
28512|238
28531|238
28532|238
28538|238
28539|238
28541|246
28545|238
28548|238
28554|238
28555|238
28685|290
28847|147
28908|174
29009|338
29180|188
29247|353
29286|185
29300|317
29359|179
29492|309
29518|173
29562|197
29664|176
29695|168
29736|39
29737|122
29780|122
29859|122
29895|122
30036|179
30064|45
30311|39
30536|119
30722|121
31169|283
31334|63
31405|95
31452|121
31577|203
31615|95
31655|289
31726|292
31771|35
31843|119
32098|238
32855|41
33287|31
33363|159
33489|31
33490|31
33491|31
33542|31
33588|10
33604|6
33650|31
33651|31
33652|31
33653|31
33654|31
33655|31
33656|31
33657|31
33658|31
33659|31
33660|31
33661|31
33662|31
33663|31
33664|31
33665|31
33666|31
33667|31
33668|31
33874|121
33885|148
33898|95
34087|287
34285|193
34406|176
34419|121
34559|179
34566|113
34977|189
34987|6
34989|304
35094|301
35100|157
35132|262
35244|211
35278|94
35394|222
35648|95
35699|216
35703|295
35898|159
35908|65
36149|52
36196|31
36405|1
36678|378
36727|59
36732|31
36741|45
36935|121
37611|369
37903|382
37904|93
38266|121
38322|78
38442|121
38623|374
38748|121
38819|359
39339|182
39554|162
39642|166
39651|138
39706|188
40051|39
41012|275
41164|172
41230|257
41572|264
41811|307
42175|268
42271|176
42303|140
42652|206
42689|293
42947|205
42979|176
43234|256
43402|233
43557|171
43568|297
43903|179
43948|143
44034|163
44178|95
44715|176
45090|378
45143|352
45459|32
45609|208
45899|117
45918|323
46164|1
46375|355
46557|39
48220|141
48427|186
48514|139
48728|121
48863|277
49278|320
49455|310
49565|220
49835|202
50217|260
50266|95
50304|319
50989|145
51040|150
51151|207
51964|198
52075|379
52157|279
52228|238
53813|1
55355|199
55387|384
55430|391
55543|371
56040|378
56041|378
56042|378
56046|378
56048|378
56190|351
56460|188
56478|298
56571|232
56828|294
57910|225
57963|318
58264|312
58466|26
58543|26
60339|199
60772|235
60830|259
62235|213
62352|190
63527|378
131090|325
131280|199
131293|365
131429|324
131445|389
131591|375
132061|340
132525|378
132585|359
133119|373
133125|359
133612|121
134764|25
134772|378
135386|373
196725|176
197212|305
197288|164
197301|175
197722|224
198096|209
198192|184
198193|195
198309|321
199226|234
199435|210
199478|231
200064|201
201577|272
202109|281
202204|285
203554|72
262197|252
262914|238
263114|238
263150|238
393232|31
489450|302
